,Title,Company,Salary,Date,Synopsis,Link,Location,Location 2,Descriptions
10,Gerente Comercial,Talenteca        ,None,Publicado hace 2 días,"Gerente comercial EMPRESA DISTRIBUIDORA POR EXPANSIÓN ESTA SOLICITANDO: GERENTE COMERCIAL EN DESARROLLOFunciones:- Reclutar, seleccionar...",http://www.buscojobs.mx/gerente-comercial-ID-26362903,          Celaya, Guanajuato    ,"
Gerente comercial EMPRESA DISTRIBUIDORA POR EXPANSIÓN ESTA SOLICITANDO: GERENTE COMERCIAL EN DESARROLLOFunciones:- Reclutar, seleccionar, desarrollar y gestionar un equipo comercial- -Licenciatura concluida /Trunca- -Proactivos- -Autogestionables- -DISCIPLINADOS- -Alto nivel de energía- -Empáticos- -CompetitivosOfrecemos- Sueldo base de $13,000 mensual libres- Bonos mensual de $15,000 por cumplimiento de meta- Prestaciones de Ley- Pago semanal (Sin semana de fondo)- Plan de Carrera- Esquema de Crecimiento- Calidad de VidaINTERESADOS POSTULARSE POR ESTE MEDIO ENVIANDO C.V. COMPLETO- Nivel de educación deseada:Superior - trunco- Nivel de experiencia deseada:Nivel Experto- Sector:Comercial / Ventas- Tipo de empleo:Tiempo completo- Estado:Guanajuato- Aplicar a este empleo- Aplicar con Indeedpublicidad
"
11,Administrativo/A En Ciudad De México Permanente A Tiempo Completo En Grupo Tecnocasa,Cornerjobmx        ,None,Publicado hace 2 días,Buscamos jóvenes (Hombres) con alto nivel de compromiso y gran nivel de energía con expectativas de crecimiento a corto y mediano plazo para lograr...,http://www.buscojobs.mx/administrativo-a-en-ciudad-de-mexico-permanente-a-tiempo-completo-en-grupo-tecnocasa-ID-26364073,          Ciudad de México (Distrito Federal)    ,,"
Buscamos jóvenes (Hombres) con alto nivel de compromiso y gran nivel de energía con expectativas de crecimiento a corto y mediano plazo para lograr puesto Gerencial en ambiente de bienes raíces con promedio máximo de dos años!Ofrecemos :Capacitación en nuestra escuela de formación.Sueldo de $6,000Comisiones no topadas.Prestaciones de Ley.Crecimiento, desarrollo, éxito profesional y personal.
"
12,Ingeniería Eléctrica/Electrónica (Bilingüe) - San Luis Potosí,Bumeranmx        ,None,Publicado hace 2 días,We are recruiting the best of the best to be trained as Energy Expert to spread Clean Solar Energy all across Mexico. You’ll work directly with our...,http://www.buscojobs.mx/ingenieria-electrica-electronica-bilingue-san-luis-potosi-ID-26364130,          San Luis Potosí, San Luis Potosí    ,"
We are recruiting the best of the best to be trained as Energy Expert to spread Clean Solar Energy all across Mexico. You’ll work directly with our Mexico Sales and Expansion Manager and play a critical role in achieving company’s key goals. You’ll also have the ability to help shape the company culture and spearhead some of our most important initiatives. The role entails explaining people about energy generation, production, efficiency and compare our current model with the possibility of switching to solar.Core Activities:- Spread company’s mission to bring clean and affordable energy to Mexico.- Work closely with our talented student ambassadors to explain the benefits of putting solar on one’s roof at no upfront cost.- This is a startup, you will help us innovate and build a better company.Compensation / Benefits:- A fun, high-caliber team that trusts you and gives you the freedom to be brilliant.- The opportunity to learn first hand about the distributed generation regulatory scheme in México while being a part of the fastest-growing startup in the country.- Unparalleled learning – we have access to an amazing list of advisors and investors that we actively engage on this project.- Awesome work environment - all input and ideas matter to us.Requirements:- You are a young yet graduated (1-5 years out of school).- Attended a top university and did well there (high GPA or other measure of accomplishment like scholarships).- You’re passionate about making the world a better and more sustainable place.- You have a proven track record of success and/or being promoted in whatever you do.- You are an entrepreneur, in love with startup culture and getting stuff done.- You’re organized, comfortable with technology and can adapt to rapid structural changes.- You are very comfortable speaking english and communicating concisely.- Proactive/competitive.- Played a competitive sport.- Started a business or club.- Competed in some sort of extracurricular club and did well.- Organized.
"
13,Brand Promoter - Tijuana,Bumeranmx        ,None,Publicado hace 2 días,Los Brand Promoters desempeñan un papel fundamental en el éxito de la compañía al contribuir al inicio de nuestra cadena de ventas a través de...,http://www.buscojobs.mx/brand-promoter-tijuana-ID-26364131,          Tijuana, Baja California    ,"
Los Brand Promoters desempeñan un papel fundamental en el éxito de la compañía al contribuir al inicio de nuestra cadena de ventas a través de nuestras grandes asociaciones minoristas (piense en las compañías de Fortune 500 en las que compra comestibles, productos electrónicos, ropa, etc.). Serán la cara de la empresa, el primer contacto frente a frente con posibles clientes. Como miembro de este equipo, tendrán una oportunidad única de dar forma a las futuras estrategias de este equipo.Es un rol emocionante y desafiante que pondrá a prueba sus habilidades de ventas, capacidades de pensamiento estratégico, creatividad e ingenio, y la capacidad de mantenerse organizado ymotivado con un alto nivel de energía. En última instancia, son educadores de energía solar que ayudan a resolver un problema real: los costos altos de los recibos de luz por energía proveniente de fuentes de energía sucia.Funciones:- Estar presente en nuestros stands en tiendas asociadas; llegar puntualmente a los turnos asignados en las tiendas departamentales (según la geografía).- Acercarse a los clientes potenciales para explicar el producto y responder a suspreguntas para agendar visitas a domicilio con nuestro equipo de ventas.- Subir información de clientes potenciales a nuestra plataforma con notas detalladas para que nuestro equipo de ventas internas se comunique con nosotros.- Mantener una relación sana y amigable con el personal de nuestros socios y ser capaz de manejar la logística de una manera adecuada.- Colaborar con nuestros equipos de marketing y ventas internas para ejecutarestrategias con el fin de aumentar la conversión de una conversación a visitasdomiciliarias con nuestro equipo de ventas.Requisitos:- Bachillerato terminado.- Experiencia no necesaria (primer empleo).- Haber participado en concursos de matemáticas, inglés, entre otros.- Perfil pro-activo.- Experiencia como líder de equipo.- Perfil deportivo.- Idiomas.- Excelente presentación.
"
14,Energy Expert (Bilingual) - Cdmx,Bumeranmx        ,None,Publicado hace 2 días,We are recruiting the best of the best to be trained as Energy Expert to spread Clean Solar Energy all across Mexico. You’ll work directly with our...,http://www.buscojobs.mx/energy-expert-bilingual-cdmx-ID-26364134,          Ciudad de México (Distrito Federal)    ,,"
We are recruiting the best of the best to be trained as Energy Expert to spread Clean Solar Energy all across Mexico. You’ll work directly with our Mexico Sales and Expansion Manager and play a critical role in achieving company’s key goals. You’ll also have the ability to help shape the company culture and spearhead some of our most important initiatives. The role entails explaining people about energy generation, production, efficiency and compare our current model with the possibility of switching to solar.Core Activities:- Spread company’s mission to bring clean and affordable energy to Mexico.- Work closely with our talented student ambassadors to explain the benefits of putting solar on one’s roof at no upfront cost.- This is a startup, you will help us innovate and build a better company.Compensation / Benefits:- A fun, high-caliber team that trusts you and gives you the freedom to be brilliant.- The opportunity to learn first hand about the distributed generation regulatory scheme in México while being a part of the fastest-growing startup in the country.- Unparalleled learning – we have access to an amazing list of advisors and investors that we actively engage on this project.- Awesome work environment - all input and ideas matter to us.Requirements:- You are a young yet graduated (1-5 years out of school).- Attended a top university and did well there (high GPA or other measure of accomplishment like scholarships).- You’re passionate about making the world a better and more sustainable place.- You have a proven track record of success and/or being promoted in whatever you do.- You are an entrepreneur, in love with startup culture and getting stuff done.- You’re organized, comfortable with technology and can adapt to rapid structural changes.- You are very comfortable speaking english and communicating concisely.- Proactive/competitive.- Played a competitive sport.- Started a business or club.- Competed in some sort of extracurricular club and did well.- Organized.
"
15,Diseñador Industrial,Computrabajomx        ,None,Publicado hace 2 días,Empresa dedica al Giro Nodrizas busca tu talento como DISEÑADOR INDUSTRIALObjetivo Diseñar propuestas atractivas e innovadoras para satisfacer en...,http://www.buscojobs.mx/disenador-industrial-ID-26363489,          Aguascalientes, Aguascalientes    ,"
Empresa dedica al Giro Nodrizas busca tu talento como DISEÑADOR INDUSTRIALObjetivo Diseñar propuestas atractivas e innovadoras para satisfacer en tiempo y forma cada una de las necesidades y requerimientos de nuestros clientes tanto internos como externos, siempre cumpliendo con nuestros estándares de calidad.Conocimientos Específicos Software de diseño industrial 2D y 3D, Renderizadores de escenas virtuales 3D MAX, Rinho, Cinema 4D, Solidworks. Software de Diseño Gráfico Ilustrador, Photoshop. Paquetería OfficeElaboracion de PlanosCompetencias Genéricas Solución de problemas, Atención al detalle, Creatividad, Dinamismo y Energía, Adaptabilidad, trabajo en equipo y bajo presión. Actitud Proactivo, Sentido de Urgencia, Comprometido, Honesto. OfrecemosPrestaciones de LeyPago Semanal AtractivoHorario de Lunes a Viernes de 800 a 1700 hrs. y sábado 800 a 1400 hrs.Excelente ambiente de trabajo
"
16,Vendedor,Maeq        ,None,Publicado hace un día,"Descripción de la Plaza/nASESOR DE VENTAS TELEFONICAS EQUIPO LIGERO DE CONSTRUCCION (revolvedoras, cortadoras y rotomartillos) .BUSCAMOS AUMENTAR...",http://www.buscojobs.mx/vendedor-ID-26364756,          Ecatepec de Morelos, Estado de México    ,"
Descripción de la Plaza/nASESOR DE VENTAS TELEFONICAS EQUIPO LIGERO DE CONSTRUCCION (revolvedoras, cortadoras y rotomartillos) .BUSCAMOS AUMENTAR NUESTRO EQUIPO CON PERSONAS QUE COMPARTAN NUESTRA ENERGIA Y ENTUSIASMO POR CREAR LA MEJOR EXPERIENCIA PARA NUESTRO CLIENTESREQUISITOSSEXO: FEMENINOESCOLARIDAD: PREPARATORIA O CARRERA TRUNCA EN ADMINISTRACION O MERCADOTECNIAEXPERIENCIA: NO NECESARIAGUSTO POR LA VENTASPROACTIVO Y SEPA TRABAJAR SOBRE OBJETIVOS, PERSISTENTE, TENAZFACILIDAD DE PALABRA VIVA ZONA ECATEPEC, CERCA VENTA DE CARPIOSUELDO BASE + COMISION, MAS BONOS.
"
17,Vendedor,Maeq        ,None,Publicado hace un día,"Descripción de la Plaza/nASESOR DE VENTAS TELEFONICAS EQUIPO LIGERO DE CONSTRUCCION (revolvedoras, cortadoras y rotomartillos) .BUSCAMOS AUMENTAR...",http://www.buscojobs.mx/vendedor-ID-26364756,          Ecatepec de Morelos, Estado de México    ,"
Descripción de la Plaza/nASESOR DE VENTAS TELEFONICAS EQUIPO LIGERO DE CONSTRUCCION (revolvedoras, cortadoras y rotomartillos) .BUSCAMOS AUMENTAR NUESTRO EQUIPO CON PERSONAS QUE COMPARTAN NUESTRA ENERGIA Y ENTUSIASMO POR CREAR LA MEJOR EXPERIENCIA PARA NUESTRO CLIENTESREQUISITOSSEXO: FEMENINOESCOLARIDAD: PREPARATORIA O CARRERA TRUNCA EN ADMINISTRACION O MERCADOTECNIAEXPERIENCIA: NO NECESARIAGUSTO POR LA VENTASPROACTIVO Y SEPA TRABAJAR SOBRE OBJETIVOS, PERSISTENTE, TENAZFACILIDAD DE PALABRA VIVA ZONA ECATEPEC, CERCA VENTA DE CARPIOSUELDO BASE + COMISION, MAS BONOS.
"
18,Gerente Comercial,Talenteca        ,None,Publicado hace 2 días,"Gerente comercial EMPRESA DISTRIBUIDORA POR EXPANSIÓN ESTA SOLICITANDO: GERENTE COMERCIAL EN DESARROLLOFunciones:- Reclutar, seleccionar...",http://www.buscojobs.mx/gerente-comercial-ID-26362903,          Celaya, Guanajuato    ,"
Gerente comercial EMPRESA DISTRIBUIDORA POR EXPANSIÓN ESTA SOLICITANDO: GERENTE COMERCIAL EN DESARROLLOFunciones:- Reclutar, seleccionar, desarrollar y gestionar un equipo comercial- -Licenciatura concluida /Trunca- -Proactivos- -Autogestionables- -DISCIPLINADOS- -Alto nivel de energía- -Empáticos- -CompetitivosOfrecemos- Sueldo base de $13,000 mensual libres- Bonos mensual de $15,000 por cumplimiento de meta- Prestaciones de Ley- Pago semanal (Sin semana de fondo)- Plan de Carrera- Esquema de Crecimiento- Calidad de VidaINTERESADOS POSTULARSE POR ESTE MEDIO ENVIANDO C.V. COMPLETO- Nivel de educación deseada:Superior - trunco- Nivel de experiencia deseada:Nivel Experto- Sector:Comercial / Ventas- Tipo de empleo:Tiempo completo- Estado:Guanajuato- Aplicar a este empleo- Aplicar con Indeedpublicidad
"
19,Diseñador Industrial,Computrabajomx        ,None,Publicado hace 2 días,Empresa dedica al Giro Nodrizas busca tu talento como DISEÑADOR INDUSTRIALObjetivo Diseñar propuestas atractivas e innovadoras para satisfacer en...,http://www.buscojobs.mx/disenador-industrial-ID-26363489,          Aguascalientes, Aguascalientes    ,"
Empresa dedica al Giro Nodrizas busca tu talento como DISEÑADOR INDUSTRIALObjetivo Diseñar propuestas atractivas e innovadoras para satisfacer en tiempo y forma cada una de las necesidades y requerimientos de nuestros clientes tanto internos como externos, siempre cumpliendo con nuestros estándares de calidad.Conocimientos Específicos Software de diseño industrial 2D y 3D, Renderizadores de escenas virtuales 3D MAX, Rinho, Cinema 4D, Solidworks. Software de Diseño Gráfico Ilustrador, Photoshop. Paquetería OfficeElaboracion de PlanosCompetencias Genéricas Solución de problemas, Atención al detalle, Creatividad, Dinamismo y Energía, Adaptabilidad, trabajo en equipo y bajo presión. Actitud Proactivo, Sentido de Urgencia, Comprometido, Honesto. OfrecemosPrestaciones de LeyPago Semanal AtractivoHorario de Lunes a Viernes de 800 a 1700 hrs. y sábado 800 a 1400 hrs.Excelente ambiente de trabajo
"
20,Representante De Ventas Sector Salud Y Equipo Medico No Farmacos,Computrabajomx        ,None,Publicado hace 2 días,"Mejorar los servicios de salud en México, donde se fomenta la inclusión en igualdad de Nuestra Empresa con más de 30 años de experiencia en el sector...",http://www.buscojobs.mx/representante-de-ventas-sector-salud-y-equipo-medico-no-farmacos-ID-26363654,          Mérida, Yucatán    ,"
Mejorar los servicios de salud en México, donde se fomenta la inclusión en igualdad de Nuestra Empresa con más de 30 años de experiencia en el sector hospitalario comprometidos a oportunidades, sin discriminar por discapacidad, orientación sexual, sexo, raza, grupo étnico, religioso, etc. Te invitamos a formar parte de nuestro equipo de trabajo.SolicitamosRepresentante de Ventas de Equipo MédicoConocimientosProspectar la venta de bienes y servicios que comercializa la empresa Promover los bienes y servicios que comercializa la empresaCotizar los bienes y servicios que comercializa la empresa Negociar las mejores condiciones de venta posibles a favor de la empresa, asociando la satisfacción del cliente Cierre de oportunidades de venta de bienes y servicios comercializados por la empresaRegistrar actividades en el sistema de información de la empresa , durante todo el del proceso de gestión de todas las oportunidades de venta prospectadas, desde la identificación hasta el cierreExperienciaCapacitación a usuarios en productos comercializados. Asesorar, auxiliar y orientar adecuadamente al cliente sobre su uso, manejo y cuidados del equipo.HabilidadesAdaptabilidad al cambioDisponibilidad para aprenderEnergía y empujePerspicacia operacionalTrabajo bajo presiónAdministración de tiempoPensamiento analíticoDestrezasPlanificación y seguimiento de metas por linea de productoConocimiento del manejo de las ventas en el área hospitalaria, Conocimiento de los equipos médicos Persuasión para la comercialización de equipo médico.AptitudesIdentificar, analizar y desarrollar nuevos proyectos, así como promover, formular y dar seguimiento a las propuestas de los productos y servicios que ofrece la organización, realizando demostraciones y analizando la competencia para el logro de los objetivos.OFRECEMOS45 días de AguinaldoVales de alimentaciónVales de despensa
"
21,Asesor Financiero Independiente,Computrabajomx        ,None,Publicado hace 2 días,En Global Capital Mentoring Empresarial te estamos buscando a ti. Somos una empresa Mexicana multiramo expertos en desarrollar al mejor talento humano...,http://www.buscojobs.mx/asesor-financiero-independiente-ID-26363707,          Puebla, Puebla (de los Angeles)    ,"
En Global Capital Mentoring Empresarial te estamos buscando a ti. Somos una empresa Mexicana multiramo expertos en desarrollar al mejor talento humano y empresarial. Buscamos personas orientadas al logro, con alto nivel de energía, con hábitos de trabajar por objetivos y metas con autogestión.Ofrecemos calidad de vida, curva de aprendizaje corta, estabilidad laboral, capacitación constante y compensaciones atractivas.Grado de Estudios Licenciatura.Edad entra 30 y 55 años.Nota Si cumples con el perfil envía tu CV por este medio.Tipo de puesto Tiempo completo, IndefinidoSalario 20,000.00 a 50,000.00 mes
"
22,No Esperes Más Sé El Dueño De Tu Propio Negocio Dentro Del Sector Financiero.,Computrabajomx        ,None,Publicado hace 2 días,"Si tú no trabajas por tus sueños, alguien más te contratará para que trabajes por los suyos Steve JobsDescripciónBuscamos personas talentosas y...",http://www.buscojobs.mx/no-esperes-mas-se-el-dueno-de-tu-propio-negocio-dentro-del-sector-financiero-ID-26363741,          Naucalpan de Juárez, Estado de México    ,"
Si tú no trabajas por tus sueños, alguien más te contratará para que trabajes por los suyos Steve JobsDescripciónBuscamos personas talentosas y exitosas para convertirse en Asesores de Finanzas Personales y de Riesgo con la oportunidad de construir su propio negocio Estudios de Licenciatura o Maestría Facilidad de palabraAlto nivel de energía Movilidad SocialHabilidades de prospección y creación de negocios con clientes de alto perfilAutodirecciónHabilidades para trabajar a distancia y de forma independienteExcelente presentaciónComercialización de productos financierosAspiraciones económicas superiores al promedio.Ofrecemos Capacitación enfocada al cumplimiento de metasLas mejores comisiones y bonos del sector Convenciones Nacionales e InternacionalesReconocimientos y premiosCrecimiento profesional y personal Oportunidad para gestionar tu tiempo e ingresos
"
23,Promotor De Cambaceo Suc Merida,Computrabajomx        ,None,Publicado hace 2 días,PROMOTOR de Ventas Cambaceo 100 CAMPO Perfil Requerido Le apasionan las ventasTiene una actitud positiva y con mucha EnergíaSabe escuchar a Los...,http://www.buscojobs.mx/promotor-de-cambaceo-suc-merida-ID-26363920,          Mérida, Yucatán    ,"
PROMOTOR de Ventas Cambaceo 100 CAMPO Perfil Requerido Le apasionan las ventasTiene una actitud positiva y con mucha EnergíaSabe escuchar a Los Demás Y Hacerse escucharSabe Que El Trabajo en Equipo es fundamental para su Desarrollo.Tiene Conocimientos de la Ciudad en La que radica y Experiencia en ventas de calle cambaceoSecundaria terminadaExperiencia Mínima 1 año en ventas y cambaceo.Excelentes Antecedentes Laborales.Ofrecimiento inicialAtractivo sueldoVales de despensaComisiones quincenales por ResultadosExcelente Ambiente de TrabajoCrecimiento en un Mediano PlazoEstabilidad laboralPrestaciones Superiores a las de leySOMOS FAMILIA SOMOS CONCREDITO
"
24,Promotor De Cambaceo Suc Coatzacoalcos,Computrabajomx        ,None,Publicado hace 2 días,PROMOTOR de Ventas Cambaceo 100 CAMPO Perfil Requerido Le apasionan las ventasTiene una actitud positiva y con mucha EnergíaSabe escuchar a Los...,http://www.buscojobs.mx/promotor-de-cambaceo-suc-coatzacoalcos-ID-26363930,          Coatzacoalcos, Veracruz    ,"
PROMOTOR de Ventas Cambaceo 100 CAMPO Perfil Requerido Le apasionan las ventasTiene una actitud positiva y con mucha EnergíaSabe escuchar a Los Demás Y Hacerse escucharSabe Que El Trabajo en Equipo es fundamental para su Desarrollo.Tiene Conocimientos de la Ciudad en La que radica y Experiencia en ventas de calle cambaceoSecundaria terminadaExperiencia Mínima 1 año en ventas y cambaceo.Excelentes Antecedentes Laborales.Ofrecimiento inicialAtractivo sueldoVales de despensaComisiones quincenales por ResultadosExcelente Ambiente de TrabajoCrecimiento en un Mediano PlazoEstabilidad laboralPrestaciones Superiores a las de leySOMOS FAMILIA SOMOS CONCREDITO
"
25,Promotor De Cambaceo Suc Cardenas,Computrabajomx        ,None,Publicado hace 2 días,PROMOTOR de Ventas Cambaceo 100 CAMPO Perfil Requerido Le apasionan las ventasTiene una actitud positiva y con mucha EnergíaSabe escuchar a Los...,http://www.buscojobs.mx/promotor-de-cambaceo-suc-cardenas-ID-26363935,          Cárdenas, Tabasco    ,"
PROMOTOR de Ventas Cambaceo 100 CAMPO Perfil Requerido Le apasionan las ventasTiene una actitud positiva y con mucha EnergíaSabe escuchar a Los Demás Y Hacerse escucharSabe Que El Trabajo en Equipo es fundamental para su Desarrollo.Tiene Conocimientos de la Ciudad en La que radica y Experiencia en ventas de calle cambaceoSecundaria terminadaExperiencia Mínima 1 año en ventas y cambaceo.Excelentes Antecedentes Laborales.Ofrecimiento inicialAtractivo sueldoVales de despensaComisiones quincenales por ResultadosExcelente Ambiente de TrabajoCrecimiento en un Mediano PlazoEstabilidad laboralPrestaciones Superiores a las de leySOMOS FAMILIA SOMOS CONCREDITO
"
